,Sentence,Eno.,Event,Bel(A),Bel(B),CG(A),CG(B)
930,B: In their apartment.  yeah.  It’s quite a big hobby.  ,320.1,B's friends's father bred birds in B's friends's apartment in Madrid,1,1,1,1
931,None,320.2,Breeding birds in an apartment in a quite big hobby,1,1,1,1
932,A: Parakeets or? ,321.1,A asks B if the birds bred by B's friends's father in the apartment in Madrid were parakeets,1,1,1,1
933,None,321.2,The birds bred by B's friends's father in the apartment in Madrid were parakeets,3,2,0,0
934,B: No little tiny birds.  I don’t know what they were.  Little ,322.1,The birds bred by B's friends's father in the apartment in Madrid were not parakeets,1,1,1,1
935,None,322.2,The birds bred by B's friends's father in the apartment in Madrid were tiny birds,1,1,1,1
936,None,322.3,B doesn't know what kind of birds were the birds bred by B's friends's father in the apartment in Madrid,1,1,1,1
937,A: Finches maybe.  ,323.0,The birds bred by B's friends's father in the apartment in Madrid were maybe finches,1,1,1,1
938,B: yeah.  Song birds of some kind.  ,324.0,The birds bred by B's friends's father in the apartment in Madrid were song birds of some kind,1,1,1,1
939,B: And he was good at breeding them.  ,326.0,B's friends's father in Madrid was good at breeding the song birds of some kind,1,1,1,1
940,"B: So but when you went up to &Connecticut, all was well? Or was that another adventure? ",330.1,B asks A if when A went up to Connecticut all was well,1,1,1,1
941,None,330.2,A went up to Connecticut,0,1,0,2
942,None,330.3,All was well in Connecticut,0,3,0,0
943,None,330.4,B asks A if going up to Connecticut was another adventure,0,1,0,0
944,None,330.5,A's going up to Connecticut was another adventure,0,3,0,0
945,A: up to &Connecticut? Did I go to ,331.1,A expresses confusion about A's going up to Connecticut,1,1,1,1
946,None,331.2,A asks B if A went to Connecticut,1,1,1,1
947,None,331.3,A went to Connecticut,4,1,0,0
948,B: Then you had to go up and get &Jack and everything after (( )) [distortion] ,332.1,A had to go up to Connecticut and get Jack,0,1,0,0
949,None,332.2,A got Jack from Connecticut,0,1,0,0
950,A: oh yeah it’s it’s &New &York still but.  ,333.0,A had to get Jack from a place that is still New York and not Connecticut,1,1,1,1
951,B: {lipsmack} oh.  ,334.0,B says {lipsmack} oh.  ,2,2,3,3
952,A: %um yeah we got up. We got &Jack. We went to the lawyer our lawyer who’s been ,335.1,A and Robert got  up to New York,1,1,1,1
953,None,335.2,A and Robert got Jack,1,1,1,1
954,None,335.3,"A and Robert went to the laywer, A and Robert's lawyer",1,1,1,1
955,A: Absolutely fantastic start to finish.  I think she’s great.  ,337.1,A and Robert's lawyer has been absolutely fantastic start to finish,1,1,1,1
956,None,337.2,A thinks that A and Robert's lawyer is great,1,1,1,1
957,None,337.3,A and Robert's lawyer is great,1,1,1,1
958,A: %um {lipsmack} and then came home and that’s when yeah then &Robert’s mom crashed the car {laugh}.  ,339.1,A and Robert came home after picking up Jack from New York,1,1,1,1
959,None,339.2,When A and Robert came back home from picking up Jack in New York Robert's mom crushed the car,1,1,1,1
960,None,339.3,Robert's mom crushed the car,1,1,1,1
961,A: yeah actually we had to do that at like eight o’clock the next morning because &Martha was leaving by nine.  ,342.1,A and Robert had to deal with the crashed car at like eight o'clock the next morning because Martha was leaving by nine,1,1,1,1
962,None,342.2,A and Robert had to deal with the crashed car at like eight o'clock the next morning,1,1,1,1
963,None,342.3,Martha was leaving by nine,1,1,1,1
964,B: So mom and dad were down there for how long? ,343.1,B asks A how long A and B's mom and dad were at A and Robert's home,1,1,1,1
965,None,343.2,A and B's mom and dad were at A and Robert's home,1,1,2,2
966,A: They came Saturday and stayed Saturday night and Sunday and left Monday ,344.1,A and B's mom and dad came Saturday,1,1,1,1
967,None,344.2,A and B's mom and dad stayed Saturday night,1,1,1,1
968,None,344.3,A and B's mom and dad left Monday,1,1,1,1
969,B: uh-huh.  This past Monday like ,345.0,A and B's mom and dad left this past Monday,1,1,1,1
970,B: %um I took them to %uh &Jill’s and they spent two days there and I guess she couldn’t take them and their mom and dad came.  ,1.1,B took the kids to Jill's,1,1,1,1
971,None,1.2,The kids spent two days at Jill's,1,1,1,1
972,None,1.3,B guesses Jill couldn't take the kids,1,1,1,1
973,None,1.4,Jill couldn't take the kids,3,3,1,1
974,None,1.5,The kid's mom and dad came,1,1,1,1
975,A: You mean at te- in &Texas? ,2.1,A asks B if B took the kids to Texas,1,1,1,1
976,None,2.2,B took the kids to Texas,3,1,1,1
977,B: yeah.  ,3.0,B says yeah.  ,1,0,1,1
978,B: And their mom and dad drove down there and got them.  ,4.1,The kids' mom and dad drove down to Texas,1,1,1,1
979,None,4.2,The kids' mom and dad got the kids from Texas,1,1,1,1
980,A: So how are they getting back? Driving them ,8.1,A asks B how are the kids getting back,1,1,1,1
981,None,8.2,The kids are getting back,1,1,2,2
982,B: t- driving them back.  ,9.0,The kid's mom and dad are driving the kids back,1,1,1,1
983,A: Darn it. I thought I was going to get to see everybody.  ,11.1,A thought B was going to get to see everybody,1,1,1,1
984,None,11.2,B was going to get to see everybody,3,3,0,0
985,None,11.3,B got to see everybody,2,2,3,3
986,B: come back like a while ago but &Jill like she keeps farting around and won’t want to go get them and ,14.1,The kids were supposed to come back a while ago but Jill keeps farting around and won't want to get the kids,1,1,1,1
987,None,14.2,The kids were supposed to come back a while ago,1,1,1,1
988,None,14.3,Jill kept farting around,1,1,1,1
989,None,14.4,Jill wouldn't want to get the kids,1,1,1,1
990,None,14.5,Jill got the kids,2,2,3,3
991,A: Did she have her baby yet? ,17.1,A asks B if Jill had her baby yet,1,1,1,1
992,None,17.2,Jill had her baby yet,4,1,0,0
993,B: yeah. She had a girl.  ,18.0,Jill had a girl,1,1,1,1
994,B: Six pounds or something like that. I don’t know.  ,20.1,Jill's baby weighed six pounds or something like that,1,1,1,1
995,None,20.2,B doesn't know if Jill's baby weighed six pounds,1,1,1,1
996,B: hey ain’t my concern.  ,21.0,Whether Jill's baby weighed six pounds ain't B's concern,1,1,1,1
997,A: Good. Good for you.  ,22.0,It's good for B that Jill's  baby weight is not B's concern,1,1,1,1
998,A: So you’ve been leading the life of &Reilly %huh? ,23.1,A asks B if B has been leading the llife of Reily,1,1,1,1
999,None,23.2,B has been leading the llife of Reily,3,2,0,0
1000,B: No. Not really. Just I haven’t been home much this summer and w- ,24.1,B has not been leading the llife of Reily,2,1,3,3
1001,None,24.2,Just B hasn't been home much this summer,1,1,1,1
1002,A: And busier than hell %huh? ,25.1,A asks B if B was busier than hell this summer,1,1,1,1
1003,None,25.2,B was busier than hell this summer,3,0,0,0
1004,A: Give you a nice break.  ,28.1,Not being home much this summer gave B a nice break,1,1,1,1
1005,None,28.2,B had a nice break this summer,1,2,2,3
1006,B: Well no. I missed the hell out of them.  ,29.1,B didn't have a nice break this summer,1,1,1,1
1007,None,29.2,B missed the hell out of the kids,3,1,1,1
1008,A: Do you? {laugh} ,30.0,A asks B if B missed the hell out of the kids,1,1,1,1
1009,A: Go get them.  ,34.0,B was ready to go get the kids,1,1,1,1
1010,B: You know I was gone ,37.1,A knows B was gone,1,1,1,1
1011,None,37.2,B was gone,1,1,2,2
1012,A: What kind of car do you have? ,38.1,A asks B what kind of car B has,1,0,0,0
1013,None,38.2,B has a car,1,0,2,0
1014,A: What kind of car do you have now? ,40.0,A says What kind of car do you have now? ,0,1,1,1
1015,B: Same car.  ,41.0,B has the same car,1,1,1,1
1016,A: oh. really? You got that thing repaired? ,42.1,A asks B if B really has the same car,1,1,1,1
1017,None,42.2,A asks B if B got B's car repaired,1,1,1,1
1018,None,42.3,B got B's car repaired,3,1,1,1
1019,B: yeah.  ,43.0,B says yeah.  ,1,0,1,1
1020,A: What else is going on? You’re busy with work and ,50.1,A asks B what else is going on,1,1,1,1
1021,None,50.2,Something else is going on,1,1,2,2
1022,None,50.3,B is busy with work,1,1,1,1
1023,B: yeah. I work ten at night to six in the morning. &Bo &Bo’s happy because %uh he don’t have to go back to day care.  ,51.1,B works ten at night to six in the morning,1,1,1,1
1024,None,51.2,Bo's happy because Bo doesn't have to go back to day care,1,1,1,1
1025,None,51.3,Bo's happy,1,1,1,1
1026,None,51.4,Bo doesn't have to go back to day care,1,1,1,1
1027,A: Right. When do you sleep then? ,52.1,A asks B when B sleeps then,1,1,1,1
1028,None,52.2,B sleeps,1,1,2,2
1029,B: I p- I sleep probably a couple hours in the morning and then like at nap time.  ,53.1,B sleeps probably a couple hours in the morning,1,1,1,1
1030,None,53.2,Then B sleeps probably like at nap time,1,1,1,1
1031,A: yeah. You never did require much sleep.  ,54.0,B never required much sleep,1,1,1,1
1032,"A: {breath} So has, has %uh the old man and the old lady called you lately? ",57.1,A asks B if the old man and the old lady called B lately,1,1,1,1
1033,None,57.2,The old man and the old lady called B lately,4,2,0,0
1034,B: No.  ,58.0,The old man and the old lady didn't call B lately,2,1,3,3
1035,B: Ain’t worried about it.  ,60.0,B ain't worried about the old man and the old lady not calling B,1,1,1,1
1036,A: in &Illinois recently.  ,62.0,B's sister was in Illinois recently,1,3,1,1
1037,B: She was? ,63.0,B asks A if B's sister was in Illinois recently,1,1,1,1
1038,A: yeah.  ,64.0,A says yeah.  ,0,1,1,1
1039,B: What for? ,65.0,B asks A why B's sister was in Illinois,1,1,1,1
1040,A: -- out of her house.  ,67.0,B's sister old man kicked B's sister out of B's sister house,1,1,1,1
1041,B: yeah. Well &Jill’s been getting the shit beat out of her and all that at ,68.0,Jill has been getting the shit beat out of Jill,3,1,1,1
1042,B: No.  ,70.0,B says No.  ,1,0,1,1
1043,A: Well don’t get sucked into that.  ,71.0,A advices B not to get sucked into Jill's problems,1,1,1,1
1044,B: oh I’m not.  ,72.0,B won't get sucked into Jill's problems,1,1,1,1
1045,B: Her baby’s got colic and she ((did funny)).  ,74.0,Jill's baby got colic,1,1,1,1
1046,A: oh. Sounds like a real mess.  ,75.0,Jill's situation sounds like a real mess,1,1,1,1
1047,B: So is she home for good? ,77.1,B asks A if Kara is home for good,1,1,1,1
1048,None,77.2,Kara is home for good,2,4,0,0
1049,A: No.  ,78.0,Kara isn't home for good,1,2,3,3
1050,B: He took her back? ,79.1,B asks A if the old man took Kara back,1,1,1,1
1051,None,79.2,The old man took Kara back,2,3,0,0
1052,A: No. He didn’t take her back but his %uh mom was going to buy her a car -- ,80.0,A says No. He didn’t take her back but his %uh mom was going to buy her a car -- ,0,2,3,3
1053,A: -- so that she’d stay out there and sure enough she’s staying out there.  ,81.1,The old man didn't take Kara back but the old man's mom was going to buy Kara a car so that Kara would stay out there,1,1,1,1
1054,None,81.2,The old man didn't take Kara back,1,1,1,1
1055,None,81.3,The old man's mom was going to buy Kara a car,1,1,1,1
1056,None,81.4,The old man's mom bought Kara a car,2,2,3,3
1057,None,81.5,Kara would stay out there,1,1,1,1
1058,None,81.6,Kara is staying out there,1,1,1,1
1059,A: So anyway she called me a couple days before she was going to come home and [dishes clinking] {lipsmack} and I go %um {breath}  ,85.1,Kara called A a couple of days ago before Kara was going to come home,1,1,1,1
1060,None,85.2,Kara called A a couple of days ago,1,1,1,1
1061,None,85.3,Kara was going to come home,1,1,1,1
1062,A: you’re not wanted ,87.1,A asked Kara why Kara would stay in a place where Kara is not wanted,1,1,1,1
1063,None,87.2,Kara would stay in a place where Jill is not wanted,1,1,2,2
1064,None,87.3,Kara is not wanted in the old man's place,1,1,2,2
1065,A: in a state you know that where you don’t know hardly anybody.  ,88.1,A asked Kara why Kara would stay in a state where Kara hardly knows anybody,1,1,1,1
1066,None,88.2,Kara would stay in a state where Kara hardly knows anybody,1,1,2,2
1067,None,88.3,Kara hardly knows anybody,1,1,2,2
1068,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]] ",89.1,That's when Kara's problems came out,1,1,1,1
1069,None,89.2,B thinks that the old man's mom is called Patty,1,1,1,1
1070,None,89.3,The old man's mom is called Patty,3,3,1,1
1071,None,89.4,Kara said that Patty was going to but Kara a car,1,1,2,2
1072,None,89.5,Patty was going to but Kara a car,3,3,2,2
1073,A: She’s going to help me out. [[still in imitation]] I said ,90.1,Kara said that Patty was going to help Kara out,1,1,1,1
1074,None,90.2,Patty was going to help Kara out,3,3,1,1
1075,A: the kid to stay there so she can see your grandson.  ,92.1,A told Kara that Patty is going to buy Kara a car because Patty wants the kid to stay there so Patty can see Patty's grandson,1,1,1,1
1076,None,92.2,Patty is going to buy Kara a car because Patty wants the kid to stay there so Patty can see Patty's grandson,1,1,1,1
1077,None,92.3,Patty is going to buy Kara a car,3,3,1,1
1078,None,92.4,Patty wants the kid to stay there so Patty can see Patty's grandson,1,1,1,1
1079,None,92.5,Patty wants the kid to stay there,1,1,1,1
1080,None,92.6,Patty can see Patty's grandson,1,1,1,1
1081,A: so she got all pissed off at me.  ,94.0,Kara got all pissed off at A,1,1,1,1
1082,A: I said you’re being used.  ,95.1,A told Kara that Kara is being used,1,1,1,1
1083,None,95.2,Kara is being used,1,1,1,1
1084,A: You’re being bought. {breath} [dishes clanging] ,96.1,A told Kara that Kara is being bought,1,1,1,1
1085,None,96.2,Kara is being bought,1,1,1,1
1086,B: Man she going to be like &Jill become  ,97.0,Kara is going to be like Jill,1,1,1,1
1087,A: so I said why don’t you stand up on your own two feet.  ,99.1,A asked Kara why Kara doesn't stand up on Kara's own two feet,1,1,1,1
1088,None,99.2,Kara doesn't stand up on Kara's own two feet,1,1,2,2
1089,B: She going to be like &Jill and become a product of the state and shit live off welfare and ((god damn)).  ,100.1,Kara is going to become a product of the state,1,1,1,1
1090,None,100.2,Kara is going to live off welfare,1,1,1,1
1091,A: Then you know what she said to me? ,101.1,A asks B if B knows what Kara said to A,1,1,1,1
1092,None,101.2,B knows what Kara said to A,2,2,3,3
1093,None,101.3,Kara said something to A,1,1,2,2
1094,B: What.  ,102.0,B asks A what Kara said to A,1,1,1,1
1095,"A: {lipsmack} {breath} &uh, and this sounded just like something like %uh her mother-in-law or w- I don’t know th- what the hell relationsh- it wouldn’t be mother-in-law.  ",104.0,What Kara said to A sounded like Kara's mother-in-law,1,1,1,1
1096,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]] ,106.1,What Kara said to A sounded like what Drew's mom is probably saying to Kara,1,1,1,1
1097,None,106.2,Drew's mom is probably saying someting to Kara,1,1,2,2
1098,None,106.3,Kara's mother-in-law is Drew's mother,1,1,1,1
1099,None,106.4,Kara says Kara has to to what's right for David,1,1,1,1
1100,None,106.5,Kara has to to what's right for David,1,1,1,1
1101,A: And I said no &Kara you have to do what’s right for &Kara. ,108.1,A said that Kara doesn't have to do what's right for David,1,1,1,1
1102,None,108.2,Kara doesn't have to do what's right for David,1,1,1,1
1103,None,108.3,A said that Kara has to do what's right for Kara,1,1,1,1
1104,None,108.4,Kara has to do what's right for Kara,1,1,1,1
1105,A: And what’s right for &Kara will be right for &David.  ,109.0,And what's right for Kara will be right for David,1,1,1,1
1106,"B: That’s right. As long as you feed him, love him and take care of him.  ",110.1,"As long as Kara feeds David, love David and take care of David, David will be good",1,1,1,1
1107,None,110.2,Kara feeds David,1,1,1,1
1108,None,110.3,Kara loves David,1,1,1,1
1109,None,110.4,Kara takes care of David,1,1,1,1
1110,None,110.5,David will be good,1,1,1,1
1111,A: oh well I don’t want him to not know his daddy. [[imitating Kara]] ,111.1,Kara said that Kara doesn't want David not to know David's daddy,1,1,1,1
1112,None,111.2,Kara doesn't want David not to know David's daddy,1,1,1,1
1113,None,111.3,David doesn't know David's daddy,2,2,3,3
1114,None,111.4,David knows David's daddy,1,1,1,1
1115,A: {breath} Why? ,113.0,A asked Kara why Kara doesn't want David not to know David's daddy,1,1,1,1
1116,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.  ",114.1,A could never be with someone who didn't love A,1,1,1,1
1117,None,114.2,Someone didn't love A,2,2,3,3
1118,A: Could you? ,115.1,A asks B if B could be with anyone who didn't love B,1,1,1,1
1119,None,115.2,B could never be with someone who didn't love B,4,0,0,0
1120,None,115.3,Someone didn't love B,2,2,3,3
1121,B: Hell no.  ,116.0,B says Hell no.  ,0,1,1,1
1122,A: I don’t get that.  ,117.1,A doesn't get why someone could be with someone who didn't love someone,1,1,1,1
1123,None,117.2,Someone could be with someone who didn't love someone,3,3,1,1
1124,None,117.3,Someone didn't love someone,2,2,3,3
1125,A: I don’t get that. Anyway so I spouted my mouth off  ,118.0,A spouted A's mouth off,1,1,1,1
1126,B: Good for you.  ,120.0,A spouting A's mouth off is good for A,1,1,1,1
1127,A: the %uh [[quietly groaning]] sergeant and lieutenant at the %uh &Des &Moines &McDonald’s ,123.1,A has to tell B that A met sergeant and lieutenant at the Des Moines McDonald's,1,1,1,1
1128,None,123.2,A tells B A met sergeant and lieutenant at the Des Moines McDonald's,1,1,1,1
1129,None,123.3,A met sergeant and lieutenant at the Des Moines McDonald's,1,1,1,1
1130,A: because they were dropping off &Shawn.  ,124.1,A met sergeant and lieutenant at the Des Moines McDonald's because sergeant and lieutenant were dropping Shawn off,1,1,1,1
1131,None,124.2,Sergeant and lieutenant were dropping Shawn off,1,1,1,1
1132,B: Sergeant and lieutenant? ,125.0,B asks A who are sergeant and lieutenant,1,1,1,1
1133,A: &Jennings.  ,126.0,Sergeant and lieutenant are sergeant and lieutenant Jennings,1,4,0,0
1134,B: You talking about mom and dad? {laugh} ,129.1,B asks A if sergeant and lieutenant Jennings are A and B's mom and dad,1,1,1,1
1135,None,129.2,Sergeant and lieutenant Jennings are A and B's mom and dad,1,1,1,1
1136,A: yeah.  ,130.0,A says yeah.  ,0,1,1,1
1137,A: %eh here’s why I call them that.  ,131.0,A calls A and B's mom and dad sergeant and lieutenant because of some reason,1,1,1,1
1138,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.  ",132.1,A and A and B's mom and dad were sitting in McDonald's,1,1,1,1
1139,None,132.2,A and B's mom and dad had Shawn for a week,1,1,1,1
1140,None,132.3,A and someone were visiting,1,1,1,1
1141,None,132.4,A and B's mom and dad start in on A right away,1,1,1,1
1142,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.  ,133.1,A and B's mom and dad told A to keep A's mouth shut,1,1,1,1
1143,None,133.2,A keeps A's mouth shut,3,3,1,1
1144,None,133.3,A and B's mom and dad told A not to say this and that,1,1,1,1
1145,None,133.4,A says this and that,3,3,1,1
1146,None,133.5,The whole fucking time A and B's mom and dad were lecturing A,1,1,1,1
1147,B: {laugh} You say oh I’ve got to go.  ,134.1,A said A has got to go,2,2,3,3
1148,None,134.2,A had got to go,2,2,3,3
1149,"A: So I think, I think I did that on purpose.  ",135.1,A thinks A called A and B's mom and dad sergeant and lieutenant because A and B's mom and dad kept lecturing A,1,1,1,1
1150,None,135.2,A called A and B's mom and dad sergeant and lieutenant because A and B's mom and dad kept lecturing A,1,1,1,1
1151,None,135.3,A called A and B's mom and dad sergeant and lieutenant,1,1,2,2
1152,None,135.4,A and B's mom and dad kept lecturing A,1,1,2,2
1153,B: Good for you.  ,136.0,It's good for A to call A and B's mom and dad sergeant and lieutenant,1,1,1,1
1154,A: {breath} Well then the following weekend was father’s day.  ,137.0,Then the following weekend was father's day,1,1,1,1
1155,A: And %uh we were supposed to all meet in &Des M- ,138.1,A and A and B's mom and dad were supposed to all meet in Des Moines,1,1,1,1
1156,None,138.2,A and A and B's mom and dad met in Des Moines,1,1,1,1
1157,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.  ,139.1,A and A and B's mom and dad were supposed to all meet in Des Moines to drop Shawn off,1,1,1,1
1158,None,139.2,A and B's mom and dad were supposed to drop off Shawn,1,1,1,1
1159,None,139.3,A and A and B's mom and dad dropped Shawn off,1,1,1,1
1160,None,139.4,A and A and B's mom and dad were going to see Kara and David,1,1,1,1
1161,None,139.5,A and A and B's mom and dad saw Kara and David,2,3,3,3
1162,None,139.6,A has never seen David,1,1,1,1
1163,"A: Have no clue what he, well you haven’t either.  ",140.0,B hasn't seen David either,1,1,1,1
1164,"A: we get there and there’s dad with his hands in his pocket and he meets us out at the car and, {breath} and %uh  ",143.1,A and someone got to A and B's mom and dad,1,1,1,1
1165,None,143.2,A and B's dad was there with A and B's dad hands in A and B's dad's pocket,1,1,1,1
1166,None,143.3,A and B's dad met A and someone at the car,1,1,1,1
1167,A: %um mom was sitting on the bench for once not huddling around dad. {breath} ,144.1,A and B's mom was sitting on the bench,1,1,1,1
1168,None,144.2,A and B's mom was not huddling around A and B's dad for once,1,1,1,1
1169,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.  ,146.1,A asked A and B's mom and dad where Kara is,1,1,1,1
1170,None,146.2,Kara was somewhere,1,1,2,2
1171,None,146.3,A and B's dad said Kara didn't come,1,1,1,1
1172,None,146.4,Kara didn't come,1,1,1,1
1173,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.  ",148.1,Kara didn't like the last two conversations that Kara had with A,1,1,1,1
1174,None,148.2,Kara and A had two conversations,1,1,2,2
1175,None,148.3,Kara didn't like what A had to say to Kara,1,1,1,1
1176,None,148.4,A said soemthing to Kara,1,1,2,2
1177,B: So they still backing her.  ,149.0,A and B's mom and dad are still backing Kara,1,1,1,1
1178,A: And you want to know something? ,150.1,A asks B if B wants to know somehting,1,1,1,1
1179,None,150.2,B wants to know somehting,3,1,1,1
1180,B: What? ,151.0,B says What? ,1,0,1,1
1181,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]] ,152.1,A and B's mom and dad probably told Kara it was okay not to come,1,1,1,1
1182,None,152.2,It was okay for Kara not to come,2,2,3,3
1183,"A: I bet, what do you want to bet because ",154.0,A bets that A and B's mom and dad told Kara it was okay not to come,1,1,1,1
1184,A: don’t you think they could have made her come? ,155.1,A asks B if B doesn't think A and B's mom and dad could have made Kara come,1,1,1,1
1185,None,155.2,B doesn't think A and B's mom and dad could have made Kara come,3,2,0,0
1186,None,155.3,A and B's mom and dad could have made Kara come,1,1,0,0
1187,None,155.4,A and B's mom and dad made Kara come,2,2,3,3
1188,B: yeah.  ,156.0,B thinks A and B's mom and dad could have made Kara come,1,1,1,1
1189,B: They would’ve made anybody else come.  ,157.1,A and B's mom and dad would have made anybody else come,1,1,1,1
1190,None,157.2,A and B's mom and dad made anybody else come,2,2,3,3
1191,A: They would’ve said get your ass in the car.  ,159.1,A and B's mom and dad would have told Kara to get Kara's ass in the car,1,1,1,1
1192,None,159.2,A and B's mom and dad told Kara to get Kara's ass in the car,2,2,3,3
1193,B: Say god damn we don’t want to hear no fucking shit. Let’s go.  ,161.1,A and B's mom and dad should have said A and B's mom  and dad don't want to hear no fucking shit,1,1,1,1
1194,None,161.2,A and B's mom and dad said A and B's mom and dad don't want to hear no fucking shit,2,2,3,3
1195,None,161.3,A and B's mom and dad don't want to hear no fucking shit,2,2,3,3
1196,None,161.4,A and B's mom and dad should have told Kara to go,1,1,1,1
1197,None,161.5,A and B's mom and dad told Kara to go,2,2,3,3
1198,A: [background noise] Whether you’re thirty-six or twenty-six it don’t matter.  ,162.0,Parents can tell children what to do whether the children are thirty-six of twenty-six,1,1,1,1
1199,A: You would’ve been in that god damn car.  ,164.0,B would have been in that god damn car,1,1,1,1
1200,A: {breath} it was just like well we’ll show her for spouting her mouth off.  ,166.0,A and B's mom and dad wanted to show A for spouting A's mouth,1,1,1,1
1201,B: She won’t get to see the baby.  ,167.1,A won't get to see the baby,1,1,1,1
1202,None,167.2,A saw the baby,2,2,3,3
1203,A: Exactly. We’ll punish her.  ,169.0,A and B's mom and dad will punish A,1,1,1,1
1204,A: {breath} So then he just calls.  The old man just calls me and says ,170.0,A and B's dad just called,1,1,1,1
1205,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]] ,171.1,A and B's dad had message,1,1,1,1
1206,None,171.2,A and B's mom and dad want Ryan to come out,1,1,1,1
1207,None,171.3,A and B's mom and dad don't think it's fair that Ryan can't come out,1,1,1,1
1208,None,171.4,It's fair that Ryan can't come out,1,4,3,3
1209,None,171.5,Ryan can't come out,4,4,0,0
1210,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.  ",172.1,A said that A is not going to meet A and B's mom and dad in Des Moines,1,1,1,1
1211,None,172.2,A is not going to meet A and B's mom and dad in Des Moines,1,1,1,1
1212,None,172.3,A can't be with A and B's mom and dad,1,1,1,1
1213,None,172.4,A looses two weeks of A's life every time A is with A and B's mom and dad,1,1,1,1
1214,None,172.5,A is with A and B's mom and dad,2,2,3,3
1215,None,172.6,A can't mentally take A and B's mom and dad,1,1,1,1
1216,"A: I, I can’t, I can’t do it anymore.  ",174.0,A can't spend so much time with A and B's mom and dad anymore,1,1,1,1
1217,B: -- contact with them.  ,175.1,B asks A why does A think nobody else contacts A and B's mom and dad,1,1,1,1
1218,None,175.2,Nobody else contacts A and B's mom and dad,1,1,2,2
1219,B: I mean that pissed me off the last time they were here so. ,177.1,B was pissed at A and B's mom and dad last time A and B's mom and dad visited B,1,1,1,1
1220,None,177.2,A and B's mom and dad visited B,1,1,1,1
1221,A: But it’s never their fault.  ,178.0,It's never A and B's mom and dad's fault,2,2,3,3
1222,A: It’s never for anything that they’ve done.  ,179.1,It's never A and B's mom and dad's fault for anything A and B's mom and dad have done,2,2,3,3
1223,None,179.2,A and B's mom and dad have done something,1,1,2,2
1224,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.  ",180.1,One gets blamed for shit,1,1,1,1
1225,None,180.2,One gets lectured about shit that happens when one is a kid,1,1,1,1
1226,None,180.3,Shit happens when one is a kid,1,1,2,2
1227,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.  ",181.1,The A and B's dad asked A why A doesn't want to go to Des Moines,1,1,1,1
1228,None,181.2,A doesn't want to go to Des Moines,1,1,2,2
1229,None,181.3,A said that because A doesn't want to go to Des Moines,1,1,1,1
1230,None,181.4,A doesn't want to go to Des Moines,1,1,1,1
1231,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.  ,182.1,A said A thought A and A and B's mom and dad have already been through this because A already told A and B's mom and dad A didn't want A to go to Des Moines,1,1,1,1
1232,None,182.2,A thought A and A and B's mom and dad have already been through this because A already told A and B's mom and dad A didn't want A to go to Des Moines,1,1,1,1
1233,None,182.3,A thought A and A and B's mom and dad have already been through this,1,1,1,1
1234,None,182.4,A already told A and B's mom and dad A didn't want A to go to Des Moines,1,1,1,1
1235,None,182.5,A didn't want A to go to Des Moines,1,1,2,2
1236,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}  ",183.1,A and B's dad said that A and B's mom and dad will drive to Omaha and pick up Ryan and then bring Ryan back home to Omaha,1,1,1,1
1237,None,183.2,A and B's mom and dad will drive to Omaha,2,2,3,3
1238,None,183.3,A and B's mom and dad will pick up Ryan,2,2,3,3
1239,None,183.4,A and B's mom and dad will bring Ran back home to Omaha,2,2,3,3
1240,A: oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.  ,185.0,A won't let A and B's mom and dad stay in A's house anymore,1,1,1,1
